,voter_name,gender,candidate_id,region_id,candidate_name,party_id,province,party_name,vote_values
12334,Adrien Lucas,male,3,23,Nando Gauthier,3,Gorontalo,Partai Amanat Indonesia,1
12335,Maya Marchand,female,1,17,Jasmina Lemoine,1,Kalimantan Barat,Partai Sosial Demokrasi Indonesia,1
12336,Mary Marie,female,1,1,Jasmina Lemoine,1,Aceh,Partai Sosial Demokrasi Indonesia,1
12337,Dimitri Roger,male,1,26,Jasmina Lemoine,1,Sulawesi Barat,Partai Sosial Demokrasi Indonesia,1
12338,Igor Adam,male,2,14,Dylan Dufour,2,Jawa Tengah,Partai Republik Nasionalis Nusantara,1
12339,Annelies Thomas,female,2,31,Dylan Dufour,2,Maluku,Partai Republik Nasionalis Nusantara,1
12340,Holger Garnier,male,2,19,Dylan Dufour,2,Kalimantan Selatan,Partai Republik Nasionalis Nusantara,1
12341,Sandro Morel,male,4,17,Pirmin Petit,4,Kalimantan Barat,Partai Kerjasama dan Utusan Rakyat,1
12342,Chiara Le Gall,female,2,18,Dylan Dufour,2,Kalimantan Tengah,Partai Republik Nasionalis Nusantara,1
12343,Thierry Roy,male,1,15,Jasmina Lemoine,1,DI Yogyakarta,Partai Sosial Demokrasi Indonesia,1
12344,Alma Nguyen,female,4,18,Pirmin Petit,4,Kalimantan Tengah,Partai Kerjasama dan Utusan Rakyat,1
12345,Margrith Lefebvre,female,2,21,Dylan Dufour,2,Kalimantan Utara,Partai Republik Nasionalis Nusantara,1
12346,Jelena Garnier,female,2,19,Dylan Dufour,2,Kalimantan Selatan,Partai Republik Nasionalis Nusantara,1
12347,Xavier Gautier,male,1,19,Jasmina Lemoine,1,Kalimantan Selatan,Partai Sosial Demokrasi Indonesia,1
12348,Salvatore Clement,male,3,33,Nando Gauthier,3,Papua Barat,Partai Amanat Indonesia,1
12349,Bettina Garnier,female,2,26,Dylan Dufour,2,Sulawesi Barat,Partai Republik Nasionalis Nusantara,1
12350,Marta Mercier,female,1,33,Jasmina Lemoine,1,Papua Barat,Partai Sosial Demokrasi Indonesia,1
12351,Davide Thomas,male,4,2,Pirmin Petit,4,Sumatera Utara,Partai Kerjasama dan Utusan Rakyat,1
12352,Andy Michel,male,3,19,Nando Gauthier,3,Kalimantan Selatan,Partai Amanat Indonesia,1
12353,Gilberte Guillaume,female,3,4,Nando Gauthier,3,Riau,Partai Amanat Indonesia,1
12354,Marko Bernard,male,1,32,Jasmina Lemoine,1,Maluku Utara,Partai Sosial Demokrasi Indonesia,1
12355,Igor Francois,male,4,6,Pirmin Petit,4,Jambi,Partai Kerjasama dan Utusan Rakyat,1
12356,Sébastien Renaud,male,3,32,Nando Gauthier,3,Maluku Utara,Partai Amanat Indonesia,1
12357,Marcos Chevalier,male,4,12,Pirmin Petit,4,Jawa Barat,Partai Kerjasama dan Utusan Rakyat,1
12358,Beatriz Philippe,female,3,20,Nando Gauthier,3,Kalimantan Timur,Partai Amanat Indonesia,1
12359,Ian Guerin,male,4,16,Pirmin Petit,4,Jawa Timur,Partai Kerjasama dan Utusan Rakyat,1
12360,Levin Henry,male,4,27,Pirmin Petit,4,Sulawesi Tenggara,Partai Kerjasama dan Utusan Rakyat,1
12361,Jelena Vidal,female,3,33,Nando Gauthier,3,Papua Barat,Partai Amanat Indonesia,1
12362,Rosalia Clement,female,1,24,Jasmina Lemoine,1,Sulawesi Tengah,Partai Sosial Demokrasi Indonesia,1
12363,Philipp Muller,male,2,33,Dylan Dufour,2,Papua Barat,Partai Republik Nasionalis Nusantara,1
12364,Salomé Muller,female,1,4,Jasmina Lemoine,1,Riau,Partai Sosial Demokrasi Indonesia,1
12365,Marcos Garcia,male,1,13,Jasmina Lemoine,1,Banten,Partai Sosial Demokrasi Indonesia,1
12366,Murat Dumont,male,1,5,Jasmina Lemoine,1,Kep. Riau,Partai Sosial Demokrasi Indonesia,1
12367,Erich Vidal,male,4,15,Pirmin Petit,4,DI Yogyakarta,Partai Kerjasama dan Utusan Rakyat,1
12368,Alfonso Arnaud,male,1,2,Jasmina Lemoine,1,Sumatera Utara,Partai Sosial Demokrasi Indonesia,1
12369,Christina Arnaud,female,3,6,Nando Gauthier,3,Jambi,Partai Amanat Indonesia,1
12370,Naser Morin,male,1,29,Jasmina Lemoine,1,Nusa Tenggara Barat,Partai Sosial Demokrasi Indonesia,1
12371,Heinz Fernandez,male,2,12,Dylan Dufour,2,Jawa Barat,Partai Republik Nasionalis Nusantara,1
12372,Erhard Fontai,male,3,10,Nando Gauthier,3,Lampung,Partai Amanat Indonesia,1
12373,Jade Gauthier,female,3,28,Nando Gauthier,3,Bali,Partai Amanat Indonesia,1
12374,Sylviane Adam,female,2,8,Dylan Dufour,2,Kep. Bangka Belitung,Partai Republik Nasionalis Nusantara,1
12375,Norbert Gautier,male,4,7,Pirmin Petit,4,Sumatera Selatan,Partai Kerjasama dan Utusan Rakyat,1
12376,Maya Renard,female,1,4,Jasmina Lemoine,1,Riau,Partai Sosial Demokrasi Indonesia,1
12377,Nando Rolland,male,3,17,Nando Gauthier,3,Kalimantan Barat,Partai Amanat Indonesia,1
12378,Josiane Adam,female,3,10,Nando Gauthier,3,Lampung,Partai Amanat Indonesia,1
12379,Amina Lacroix,female,3,13,Nando Gauthier,3,Banten,Partai Amanat Indonesia,1
12380,Lejla Lopez,female,3,5,Nando Gauthier,3,Kep. Riau,Partai Amanat Indonesia,1
12381,Artur Giraud,male,3,27,Nando Gauthier,3,Sulawesi Tenggara,Partai Amanat Indonesia,1
12382,Stephen Laurent,male,4,17,Pirmin Petit,4,Kalimantan Barat,Partai Kerjasama dan Utusan Rakyat,1
12383,Amelia Morel,female,1,34,Jasmina Lemoine,1,Papua,Partai Sosial Demokrasi Indonesia,1
12384,Ilaria Dupont,female,2,7,Dylan Dufour,2,Sumatera Selatan,Partai Republik Nasionalis Nusantara,1
12385,Karen Carpentier,female,4,2,Pirmin Petit,4,Sumatera Utara,Partai Kerjasama dan Utusan Rakyat,1
12386,Svetlana Blanc,female,3,22,Nando Gauthier,3,Sulawesi Utara,Partai Amanat Indonesia,1
12387,Gaël Menard,male,2,21,Dylan Dufour,2,Kalimantan Utara,Partai Republik Nasionalis Nusantara,1
12388,Morena Joly,female,4,24,Pirmin Petit,4,Sulawesi Tengah,Partai Kerjasama dan Utusan Rakyat,1
12389,Maxim Da Silva,male,1,30,Jasmina Lemoine,1,Nusa Tenggara Timur,Partai Sosial Demokrasi Indonesia,1
12390,Agnieszka Durand,female,2,8,Dylan Dufour,2,Kep. Bangka Belitung,Partai Republik Nasionalis Nusantara,1
12391,Véronique Robin,female,2,16,Dylan Dufour,2,Jawa Timur,Partai Republik Nasionalis Nusantara,1
12392,Camille Rolland,female,3,32,Nando Gauthier,3,Maluku Utara,Partai Amanat Indonesia,1
12393,Vincenza Lopez,female,3,13,Nando Gauthier,3,Banten,Partai Amanat Indonesia,1
12394,François Blanchard,male,2,26,Dylan Dufour,2,Sulawesi Barat,Partai Republik Nasionalis Nusantara,1
12395,Annelise Lefebvre,female,4,28,Pirmin Petit,4,Bali,Partai Kerjasama dan Utusan Rakyat,1
12396,Hannah Dumas,female,1,19,Jasmina Lemoine,1,Kalimantan Selatan,Partai Sosial Demokrasi Indonesia,1
12397,Étienne Rousseau,male,1,32,Jasmina Lemoine,1,Maluku Utara,Partai Sosial Demokrasi Indonesia,1
12398,Isabella Berger,female,2,22,Dylan Dufour,2,Sulawesi Utara,Partai Republik Nasionalis Nusantara,1
12399,Uwe Faure,male,4,12,Pirmin Petit,4,Jawa Barat,Partai Kerjasama dan Utusan Rakyat,1
12400,Luciano Gerard,male,4,10,Pirmin Petit,4,Lampung,Partai Kerjasama dan Utusan Rakyat,1
12401,Anneliese Dumas,female,4,17,Pirmin Petit,4,Kalimantan Barat,Partai Kerjasama dan Utusan Rakyat,1
12402,Hatice Gauthier,female,4,17,Pirmin Petit,4,Kalimantan Barat,Partai Kerjasama dan Utusan Rakyat,1
12403,Enes Joly,male,2,17,Dylan Dufour,2,Kalimantan Barat,Partai Republik Nasionalis Nusantara,1
12404,Selim Francois,male,4,17,Pirmin Petit,4,Kalimantan Barat,Partai Kerjasama dan Utusan Rakyat,1
12405,Vera Meyer,female,3,31,Nando Gauthier,3,Maluku,Partai Amanat Indonesia,1
12406,Leila Carpentier,female,3,20,Nando Gauthier,3,Kalimantan Timur,Partai Amanat Indonesia,1
12407,Diane Durand,female,4,7,Pirmin Petit,4,Sumatera Selatan,Partai Kerjasama dan Utusan Rakyat,1
12408,Aron Dupuis,male,2,10,Dylan Dufour,2,Lampung,Partai Republik Nasionalis Nusantara,1
12409,Alain David,male,1,21,Jasmina Lemoine,1,Kalimantan Utara,Partai Sosial Demokrasi Indonesia,1
12410,Marcos Philippe,male,2,22,Dylan Dufour,2,Sulawesi Utara,Partai Republik Nasionalis Nusantara,1
12411,Besim Girard,male,4,29,Pirmin Petit,4,Nusa Tenggara Barat,Partai Kerjasama dan Utusan Rakyat,1
12412,Carol Aubert,female,2,26,Dylan Dufour,2,Sulawesi Barat,Partai Republik Nasionalis Nusantara,1
12413,Mohamad Le Gall,male,1,2,Jasmina Lemoine,1,Sumatera Utara,Partai Sosial Demokrasi Indonesia,1
12414,Jael Marie,female,3,20,Nando Gauthier,3,Kalimantan Timur,Partai Amanat Indonesia,1
12415,Aaron Lambert,male,4,19,Pirmin Petit,4,Kalimantan Selatan,Partai Kerjasama dan Utusan Rakyat,1
12416,Bertrand Da Silva,male,1,13,Jasmina Lemoine,1,Banten,Partai Sosial Demokrasi Indonesia,1
12417,Romina Lucas,female,3,4,Nando Gauthier,3,Riau,Partai Amanat Indonesia,1
12418,Gabriele Menard,male,4,16,Pirmin Petit,4,Jawa Timur,Partai Kerjasama dan Utusan Rakyat,1
12419,Marcel Charles,male,1,24,Jasmina Lemoine,1,Sulawesi Tengah,Partai Sosial Demokrasi Indonesia,1
12420,Donato Riviere,male,4,20,Pirmin Petit,4,Kalimantan Timur,Partai Kerjasama dan Utusan Rakyat,1
12421,Arthur Fernandez,male,4,16,Pirmin Petit,4,Jawa Timur,Partai Kerjasama dan Utusan Rakyat,1
12422,Gerhard Vincent,male,2,23,Dylan Dufour,2,Gorontalo,Partai Republik Nasionalis Nusantara,1
12423,Margareta Menard,female,2,13,Dylan Dufour,2,Banten,Partai Republik Nasionalis Nusantara,1
12424,Jorge Louis,male,1,24,Jasmina Lemoine,1,Sulawesi Tengah,Partai Sosial Demokrasi Indonesia,1
12425,Marius Meyer,male,1,34,Jasmina Lemoine,1,Papua,Partai Sosial Demokrasi Indonesia,1
12426,Alvaro Blanc,male,4,21,Pirmin Petit,4,Kalimantan Utara,Partai Kerjasama dan Utusan Rakyat,1
12427,Jean-Louis Blanchard,male,2,20,Dylan Dufour,2,Kalimantan Timur,Partai Republik Nasionalis Nusantara,1
12428,Sylvia Perrin,female,1,13,Jasmina Lemoine,1,Banten,Partai Sosial Demokrasi Indonesia,1
12429,Lise Guerin,female,1,23,Jasmina Lemoine,1,Gorontalo,Partai Sosial Demokrasi Indonesia,1
12430,Amalia Deschamps,female,4,24,Pirmin Petit,4,Sulawesi Tengah,Partai Kerjasama dan Utusan Rakyat,1
12431,Gianna Lemaire,female,1,2,Jasmina Lemoine,1,Sumatera Utara,Partai Sosial Demokrasi Indonesia,1
12432,Rolf Lemaire,male,1,13,Jasmina Lemoine,1,Banten,Partai Sosial Demokrasi Indonesia,1
12433,Géraldine Robin,female,1,30,Jasmina Lemoine,1,Nusa Tenggara Timur,Partai Sosial Demokrasi Indonesia,1
12434,Marta Dumont,female,3,8,Nando Gauthier,3,Kep. Bangka Belitung,Partai Amanat Indonesia,1
12435,Arthur Joly,male,4,1,Pirmin Petit,4,Aceh,Partai Kerjasama dan Utusan Rakyat,1
12436,Wilhelm Henry,male,4,18,Pirmin Petit,4,Kalimantan Tengah,Partai Kerjasama dan Utusan Rakyat,1
12437,Petar Dubois,male,2,11,Dylan Dufour,2,DKI Jakarta,Partai Republik Nasionalis Nusantara,1
12438,Giuseppina Meyer,female,2,3,Dylan Dufour,2,Sumatera Barat,Partai Republik Nasionalis Nusantara,1
12439,Dragan Dumas,male,4,25,Pirmin Petit,4,Sulawesi Selatan,Partai Kerjasama dan Utusan Rakyat,1
12440,Elsbeth Marchand,female,4,11,Pirmin Petit,4,DKI Jakarta,Partai Kerjasama dan Utusan Rakyat,1
12441,Alan Boyer,male,3,19,Nando Gauthier,3,Kalimantan Selatan,Partai Amanat Indonesia,1
12442,Michele Menard,male,2,33,Dylan Dufour,2,Papua Barat,Partai Republik Nasionalis Nusantara,1
12443,Victoria Nicolas,female,4,32,Pirmin Petit,4,Maluku Utara,Partai Kerjasama dan Utusan Rakyat,1
12444,Anne-Lise Garnier,female,2,34,Dylan Dufour,2,Papua,Partai Republik Nasionalis Nusantara,1
12445,Adelina Arnaud,female,2,4,Dylan Dufour,2,Riau,Partai Republik Nasionalis Nusantara,1
12446,Lena Renard,female,1,20,Jasmina Lemoine,1,Kalimantan Timur,Partai Sosial Demokrasi Indonesia,1
12447,Bajram Olivier,male,3,4,Nando Gauthier,3,Riau,Partai Amanat Indonesia,1
12448,Patrick Richard,male,2,13,Dylan Dufour,2,Banten,Partai Republik Nasionalis Nusantara,1
12449,Josefine Girard,female,4,3,Pirmin Petit,4,Sumatera Barat,Partai Kerjasama dan Utusan Rakyat,1
12450,Elizabeth Le Gall,female,4,18,Pirmin Petit,4,Kalimantan Tengah,Partai Kerjasama dan Utusan Rakyat,1
12451,Solange Gauthier,female,3,7,Nando Gauthier,3,Sumatera Selatan,Partai Amanat Indonesia,1
12452,Marijana Dubois,female,4,26,Pirmin Petit,4,Sulawesi Barat,Partai Kerjasama dan Utusan Rakyat,1
12453,Dieter Guillaume,male,4,27,Pirmin Petit,4,Sulawesi Tenggara,Partai Kerjasama dan Utusan Rakyat,1
12454,Vitor Roussel,male,4,4,Pirmin Petit,4,Riau,Partai Kerjasama dan Utusan Rakyat,1
12455,Burim Roussel,male,1,8,Jasmina Lemoine,1,Kep. Bangka Belitung,Partai Sosial Demokrasi Indonesia,1
12456,Fynn Lecomte,male,3,17,Nando Gauthier,3,Kalimantan Barat,Partai Amanat Indonesia,1
12457,Arnaud Blanchard,male,2,30,Dylan Dufour,2,Nusa Tenggara Timur,Partai Republik Nasionalis Nusantara,1
12458,Christa Lefevre,female,1,12,Jasmina Lemoine,1,Jawa Barat,Partai Sosial Demokrasi Indonesia,1
12459,Hans Gonzalez,male,2,34,Dylan Dufour,2,Papua,Partai Republik Nasionalis Nusantara,1
12460,Renato Morin,male,2,22,Dylan Dufour,2,Sulawesi Utara,Partai Republik Nasionalis Nusantara,1
12461,Gianni Giraud,male,4,18,Pirmin Petit,4,Kalimantan Tengah,Partai Kerjasama dan Utusan Rakyat,1
12462,Joao Charles,male,1,19,Jasmina Lemoine,1,Kalimantan Selatan,Partai Sosial Demokrasi Indonesia,1
12463,Annika Arnaud,female,3,7,Nando Gauthier,3,Sumatera Selatan,Partai Amanat Indonesia,1
12464,Viktor Fabre,male,2,25,Dylan Dufour,2,Sulawesi Selatan,Partai Republik Nasionalis Nusantara,1
12465,Andrew Dupont,male,2,27,Dylan Dufour,2,Sulawesi Tenggara,Partai Republik Nasionalis Nusantara,1
12466,Adnan Garnier,male,3,8,Nando Gauthier,3,Kep. Bangka Belitung,Partai Amanat Indonesia,1
12467,Reinhard Leroy,male,1,20,Jasmina Lemoine,1,Kalimantan Timur,Partai Sosial Demokrasi Indonesia,1
12468,Adrienne Faure,female,2,9,Dylan Dufour,2,Bengkulu,Partai Republik Nasionalis Nusantara,1
12469,Tina Guerin,female,4,19,Pirmin Petit,4,Kalimantan Selatan,Partai Kerjasama dan Utusan Rakyat,1
12470,Melina Chevalier,female,3,7,Nando Gauthier,3,Sumatera Selatan,Partai Amanat Indonesia,1
12471,Birgit Moulin,female,4,12,Pirmin Petit,4,Jawa Barat,Partai Kerjasama dan Utusan Rakyat,1
12472,Emir Dupuis,male,4,28,Pirmin Petit,4,Bali,Partai Kerjasama dan Utusan Rakyat,1
12473,Rayan Louis,male,1,31,Jasmina Lemoine,1,Maluku,Partai Sosial Demokrasi Indonesia,1
12474,Cornelia Morel,female,3,24,Nando Gauthier,3,Sulawesi Tengah,Partai Amanat Indonesia,1
12475,Sandro Faure,male,2,28,Dylan Dufour,2,Bali,Partai Republik Nasionalis Nusantara,1
12476,Tristan Lacroix,male,2,11,Dylan Dufour,2,DKI Jakarta,Partai Republik Nasionalis Nusantara,1
12477,Marietta Dufour,female,3,5,Nando Gauthier,3,Kep. Riau,Partai Amanat Indonesia,1
12478,Carlo Henry,male,1,15,Jasmina Lemoine,1,DI Yogyakarta,Partai Sosial Demokrasi Indonesia,1
12479,Alexander Masson,male,2,33,Dylan Dufour,2,Papua Barat,Partai Republik Nasionalis Nusantara,1
12480,Damaris Caron,female,2,6,Dylan Dufour,2,Jambi,Partai Republik Nasionalis Nusantara,1
12481,Elsbeth Aubert,female,4,16,Pirmin Petit,4,Jawa Timur,Partai Kerjasama dan Utusan Rakyat,1
12482,Marcos Francois,male,3,19,Nando Gauthier,3,Kalimantan Selatan,Partai Amanat Indonesia,1
12483,Marie-Claude Hubert,female,3,28,Nando Gauthier,3,Bali,Partai Amanat Indonesia,1
12484,Milo Richard,male,4,4,Pirmin Petit,4,Riau,Partai Kerjasama dan Utusan Rakyat,1
12485,Alfons Gautier,male,4,2,Pirmin Petit,4,Sumatera Utara,Partai Kerjasama dan Utusan Rakyat,1
12486,Damien Schmitt,male,1,19,Jasmina Lemoine,1,Kalimantan Selatan,Partai Sosial Demokrasi Indonesia,1
12487,Marlene Arnaud,female,4,20,Pirmin Petit,4,Kalimantan Timur,Partai Kerjasama dan Utusan Rakyat,1
12488,Francesca Chevalier,female,3,17,Nando Gauthier,3,Kalimantan Barat,Partai Amanat Indonesia,1
12489,Maude Rey,female,1,31,Jasmina Lemoine,1,Maluku,Partai Sosial Demokrasi Indonesia,1
12490,Zoran Leroux,male,4,1,Pirmin Petit,4,Aceh,Partai Kerjasama dan Utusan Rakyat,1
12491,Nina Leroy,female,2,9,Dylan Dufour,2,Bengkulu,Partai Republik Nasionalis Nusantara,1
12492,Emanuele Lefebvre,male,2,30,Dylan Dufour,2,Nusa Tenggara Timur,Partai Republik Nasionalis Nusantara,1
12493,Janik Carpentier,male,4,1,Pirmin Petit,4,Aceh,Partai Kerjasama dan Utusan Rakyat,1
12494,Solange Fontai,female,2,15,Dylan Dufour,2,DI Yogyakarta,Partai Republik Nasionalis Nusantara,1
12495,Giorgia Riviere,female,2,5,Dylan Dufour,2,Kep. Riau,Partai Republik Nasionalis Nusantara,1
12496,Mohammed Roy,male,3,9,Nando Gauthier,3,Bengkulu,Partai Amanat Indonesia,1
12497,Amar Denis,male,1,4,Jasmina Lemoine,1,Riau,Partai Sosial Demokrasi Indonesia,1
12498,Jean-Jacques Legrand,male,3,18,Nando Gauthier,3,Kalimantan Tengah,Partai Amanat Indonesia,1
12499,Tania Barbier,female,1,25,Jasmina Lemoine,1,Sulawesi Selatan,Partai Sosial Demokrasi Indonesia,1
12500,Edmond Louis,male,3,3,Nando Gauthier,3,Sumatera Barat,Partai Amanat Indonesia,1
12501,Danièle Bertrand,female,2,10,Dylan Dufour,2,Lampung,Partai Republik Nasionalis Nusantara,1
12502,Franco Philippe,male,2,14,Dylan Dufour,2,Jawa Tengah,Partai Republik Nasionalis Nusantara,1
12503,Joel Petit,male,2,14,Dylan Dufour,2,Jawa Tengah,Partai Republik Nasionalis Nusantara,1
12504,Cynthia Lucas,female,2,28,Dylan Dufour,2,Bali,Partai Republik Nasionalis Nusantara,1
12505,Snezana Robin,female,3,16,Nando Gauthier,3,Jawa Timur,Partai Amanat Indonesia,1
12506,Gonçalo Giraud,male,3,11,Nando Gauthier,3,DKI Jakarta,Partai Amanat Indonesia,1
12507,Marlen Philippe,female,1,20,Jasmina Lemoine,1,Kalimantan Timur,Partai Sosial Demokrasi Indonesia,1
12508,Graziella Girard,female,3,29,Nando Gauthier,3,Nusa Tenggara Barat,Partai Amanat Indonesia,1
12509,Nadia Dupont,female,1,34,Jasmina Lemoine,1,Papua,Partai Sosial Demokrasi Indonesia,1
12510,Roxane Bertrand,female,1,23,Jasmina Lemoine,1,Gorontalo,Partai Sosial Demokrasi Indonesia,1
12511,Vladimir Adam,male,3,15,Nando Gauthier,3,DI Yogyakarta,Partai Amanat Indonesia,1
12512,Alicia Masson,female,3,33,Nando Gauthier,3,Papua Barat,Partai Amanat Indonesia,1
12513,Azra Martin,female,1,33,Jasmina Lemoine,1,Papua Barat,Partai Sosial Demokrasi Indonesia,1
12514,Mathis Joly,male,2,29,Dylan Dufour,2,Nusa Tenggara Barat,Partai Republik Nasionalis Nusantara,1
12515,Stefania Lacroix,female,1,33,Jasmina Lemoine,1,Papua Barat,Partai Sosial Demokrasi Indonesia,1
12516,Gabriela Thomas,female,2,29,Dylan Dufour,2,Nusa Tenggara Barat,Partai Republik Nasionalis Nusantara,1
12517,Olaf Bourgeois,male,4,5,Pirmin Petit,4,Kep. Riau,Partai Kerjasama dan Utusan Rakyat,1
12518,Elina Faure,female,3,8,Nando Gauthier,3,Kep. Bangka Belitung,Partai Amanat Indonesia,1
12519,Geneviève Guillot,female,4,28,Pirmin Petit,4,Bali,Partai Kerjasama dan Utusan Rakyat,1
12520,Jean-Daniel Leroy,male,2,14,Dylan Dufour,2,Jawa Tengah,Partai Republik Nasionalis Nusantara,1
12521,Marcos Gerard,male,1,21,Jasmina Lemoine,1,Kalimantan Utara,Partai Sosial Demokrasi Indonesia,1
12522,Rémy Aubert,male,3,10,Nando Gauthier,3,Lampung,Partai Amanat Indonesia,1
12523,Nora Dufour,female,3,31,Nando Gauthier,3,Maluku,Partai Amanat Indonesia,1
12524,Albin Mercier,male,3,6,Nando Gauthier,3,Jambi,Partai Amanat Indonesia,1
12525,Benno Jean,male,4,28,Pirmin Petit,4,Bali,Partai Kerjasama dan Utusan Rakyat,1
12526,Lara David,female,2,19,Dylan Dufour,2,Kalimantan Selatan,Partai Republik Nasionalis Nusantara,1
12527,Otto Caron,male,3,16,Nando Gauthier,3,Jawa Timur,Partai Amanat Indonesia,1
12528,Marvin Nguyen,male,2,18,Dylan Dufour,2,Kalimantan Tengah,Partai Republik Nasionalis Nusantara,1
12529,Ben Simon,male,2,14,Dylan Dufour,2,Jawa Tengah,Partai Republik Nasionalis Nusantara,1
12530,Hannelore Blanc,female,1,17,Jasmina Lemoine,1,Kalimantan Barat,Partai Sosial Demokrasi Indonesia,1
12531,Jean-Luc Fernandez,male,1,20,Jasmina Lemoine,1,Kalimantan Timur,Partai Sosial Demokrasi Indonesia,1
12532,Domenica Moulin,female,1,27,Jasmina Lemoine,1,Sulawesi Tenggara,Partai Sosial Demokrasi Indonesia,1
12533,Berta Robert,female,4,3,Pirmin Petit,4,Sumatera Barat,Partai Kerjasama dan Utusan Rakyat,1
12534,Vincenza Guerin,female,3,34,Nando Gauthier,3,Papua,Partai Amanat Indonesia,1
12535,Dennis Lambert,male,4,2,Pirmin Petit,4,Sumatera Utara,Partai Kerjasama dan Utusan Rakyat,1
12536,Anouk Petit,female,1,6,Jasmina Lemoine,1,Jambi,Partai Sosial Demokrasi Indonesia,1
12537,Leonardo Rolland,male,2,4,Dylan Dufour,2,Riau,Partai Republik Nasionalis Nusantara,1
12538,Hermine Charles,female,4,19,Pirmin Petit,4,Kalimantan Selatan,Partai Kerjasama dan Utusan Rakyat,1
12539,Dylan Martin,male,2,9,Dylan Dufour,2,Bengkulu,Partai Republik Nasionalis Nusantara,1
12540,Horst Gaillard,male,4,16,Pirmin Petit,4,Jawa Timur,Partai Kerjasama dan Utusan Rakyat,1
12541,Natasa Lefevre,female,1,3,Jasmina Lemoine,1,Sumatera Barat,Partai Sosial Demokrasi Indonesia,1
12542,Danielle Thomas,female,2,15,Dylan Dufour,2,DI Yogyakarta,Partai Republik Nasionalis Nusantara,1
12543,Claude Dumas,female,2,26,Dylan Dufour,2,Sulawesi Barat,Partai Republik Nasionalis Nusantara,1
12544,Franco Garnier,male,2,17,Dylan Dufour,2,Kalimantan Barat,Partai Republik Nasionalis Nusantara,1
12545,Johan Duval,male,1,34,Jasmina Lemoine,1,Papua,Partai Sosial Demokrasi Indonesia,1
12546,Loïc Sanchez,male,1,18,Jasmina Lemoine,1,Kalimantan Tengah,Partai Sosial Demokrasi Indonesia,1
12547,Lily Francois,female,1,27,Jasmina Lemoine,1,Sulawesi Tenggara,Partai Sosial Demokrasi Indonesia,1
12548,Rayan Lemaire,male,2,18,Dylan Dufour,2,Kalimantan Tengah,Partai Republik Nasionalis Nusantara,1
12549,Gerhard Brunet,male,3,16,Nando Gauthier,3,Jawa Timur,Partai Amanat Indonesia,1
12550,Gertrud Hubert,female,1,26,Jasmina Lemoine,1,Sulawesi Barat,Partai Sosial Demokrasi Indonesia,1
12551,Giorgia Durand,female,1,28,Jasmina Lemoine,1,Bali,Partai Sosial Demokrasi Indonesia,1
12552,Delia Charles,female,2,25,Dylan Dufour,2,Sulawesi Selatan,Partai Republik Nasionalis Nusantara,1
12553,Désirée Leroy,female,3,31,Nando Gauthier,3,Maluku,Partai Amanat Indonesia,1
12554,Nadia Leroux,female,3,22,Nando Gauthier,3,Sulawesi Utara,Partai Amanat Indonesia,1
12555,Fynn Colin,male,3,21,Nando Gauthier,3,Kalimantan Utara,Partai Amanat Indonesia,1
12556,Alfonso Rolland,male,1,11,Jasmina Lemoine,1,DKI Jakarta,Partai Sosial Demokrasi Indonesia,1
12557,Meret Richard,female,4,31,Pirmin Petit,4,Maluku,Partai Kerjasama dan Utusan Rakyat,1
12558,Lara Dufour,female,3,5,Nando Gauthier,3,Kep. Riau,Partai Amanat Indonesia,1
12559,Angelo Perez,male,3,29,Nando Gauthier,3,Nusa Tenggara Barat,Partai Amanat Indonesia,1
12560,Ben Clement,male,1,16,Jasmina Lemoine,1,Jawa Timur,Partai Sosial Demokrasi Indonesia,1
12561,Rudolf Fleury,male,1,21,Jasmina Lemoine,1,Kalimantan Utara,Partai Sosial Demokrasi Indonesia,1
12562,Bruno Laurent,male,2,9,Dylan Dufour,2,Bengkulu,Partai Republik Nasionalis Nusantara,1
12563,Riccardo Perrin,male,4,1,Pirmin Petit,4,Aceh,Partai Kerjasama dan Utusan Rakyat,1
12564,Manon Gonzalez,female,1,5,Jasmina Lemoine,1,Kep. Riau,Partai Sosial Demokrasi Indonesia,1
12565,Silvano Picard,male,1,33,Jasmina Lemoine,1,Papua Barat,Partai Sosial Demokrasi Indonesia,1
12566,Samuel Hubert,male,4,17,Pirmin Petit,4,Kalimantan Barat,Partai Kerjasama dan Utusan Rakyat,1
12567,Gioia Vidal,female,1,32,Jasmina Lemoine,1,Maluku Utara,Partai Sosial Demokrasi Indonesia,1
12568,Viktor Guerin,male,1,13,Jasmina Lemoine,1,Banten,Partai Sosial Demokrasi Indonesia,1
12569,Roberta Roy,female,1,14,Jasmina Lemoine,1,Jawa Tengah,Partai Sosial Demokrasi Indonesia,1
12570,Manuel Roussel,male,3,29,Nando Gauthier,3,Nusa Tenggara Barat,Partai Amanat Indonesia,1
12571,Jean Rodriguez,male,4,31,Pirmin Petit,4,Maluku,Partai Kerjasama dan Utusan Rakyat,1
12572,Victoria Guillot,female,1,9,Jasmina Lemoine,1,Bengkulu,Partai Sosial Demokrasi Indonesia,1
12573,Mirella Meyer,female,3,7,Nando Gauthier,3,Sumatera Selatan,Partai Amanat Indonesia,1
12574,Margarete Renard,female,2,3,Dylan Dufour,2,Sumatera Barat,Partai Republik Nasionalis Nusantara,1
12575,Bryan Caron,male,4,26,Pirmin Petit,4,Sulawesi Barat,Partai Kerjasama dan Utusan Rakyat,1
